호선,역명,구주소,도로명주소,주소2,읍면동명
6호선,월드컵경기장(성산),서울특별시 마포구 성산동 420 월드컵경기장역(6호선),서울특별시 마포구 월드컵로 지하240(성산동),마포구 월드컵로 지하240,성산제2동
6호선,마포구청,서울특별시 마포구 성산동 592 마포구청역(6호선),서울특별시 마포구 월드컵로 지하190(성산동),마포구 월드컵로 지하190,성산제2동
6호선,망원,서울특별시 마포구 망원동 378 망원역(6호선),서울특별시 마포구 월드컵로 지하77(망원동),마포구 월드컵로 지하77,서교동
6호선,합정,서울특별시 마포구 합정동 414 합정역(6호선),서울특별시 마포구 양화로 지하45(합정동),마포구 양화로 지하45,합정동
6호선,상수,서울특별시 마포구 상수동 309-10 상수역(6호선),서울특별시 마포구 독막로 지하85(상수동),마포구 독막로 지하85,서강동
6호선,광흥창(서강),서울특별시 마포구 창전동 145-17 광흥창역(6호선),서울특별시 마포구 독막로 지하165(창전동),마포구 독막로 지하165,서강동
6호선,대흥(서강대앞),서울특별시 마포구 대흥동 128-1 대흥역(6호선),서울특별시 마포구 대흥로 지하85(대흥동),마포구 대흥로 지하85,대흥동
6호선,공덕,서울특별시 마포구 공덕동 439 공덕역(6호선),서울특별시 마포구 백범로 지하200(공덕동),마포구 백범로 지하200,공덕동
6호선,효창공원앞,서울특별시 용산구 효창동 80 효창공원앞역(6호선),서울특별시 용산구 백범로 지하287(효창동),용산구 백범로 지하287,효창동
6호선,삼각지,서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),서울특별시 용산구 한강대로 지하185(한강로1가),용산구 한강대로 지하185,한강로동
6호선,녹사평(용산구청),서울특별시 용산구 용산동4가 4 녹사평역(6호선),서울특별시 용산구 녹사평대로 지하195(용산동4가),용산구 녹사평대로 지하195,용산2가동
6호선,이태원,서울특별시 용산구 이태원동 119-23 이태원역(6호선),서울특별시 용산구 이태원로 지하177(이태원동),용산구 이태원로 지하177,이태원제1동
6호선,한강진,서울특별시 용산구 한남동 726-494 한강진역(6호선),서울특별시 용산구 이태원로 지하287(한남동),용산구 이태원로 지하287,한남동
6호선,버티고개,서울특별시 중구 신당동 366-454 버티고개역(6호선),서울특별시 중구 다산로 지하38(신당동),중구 다산로 지하38,약수동
6호선,약수,서울특별시 중구 신당동 369-2 약수역(6호선),서울특별시 중구 다산로 지하115(신당동),중구 다산로 지하115,다산동
6호선,청구,서울특별시 중구 신당동 295-2 청구역(6호선),서울특별시 중구 청구로 지하77(신당동),중구 청구로 지하77,신당동
6호선,신당,서울특별시 중구 흥인동 162-1 신당역(6호선),서울특별시 중구 다산로 지하260(흥인동),중구 다산로 지하260,신당동
6호선,동묘앞,서울특별시 종로구 숭인동 316-3 동묘앞역(6호선),서울특별시 종로구 지봉로 지하24(숭인동),종로구 지봉로 지하24,창신제1동
6호선,창신,서울특별시 종로구 창신동 20-8 창신역(6호선),서울특별시 종로구 지봉로 지하112(창신동),종로구 지봉로 지하112,창신제3동
6호선,보문,서울특별시 성북구 보문동1가 127-1 보문역(6호선),서울특별시 성북구 보문로 지하116(보문동1가),성북구 보문로 지하116,보문동
6호선,안암(고대병원앞),서울특별시 성북구 안암동5가 146-1 안암역(6호선),서울특별시 성북구 고려대로 지하89(안암동5가),성북구 고려대로 지하89,안암동
6호선,고려대(종암),서울특별시 성북구 종암동 29-18 고려대역(6호선),서울특별시 성북구 종암로 지하1(종암동),성북구 종암로 지하1,종암동
6호선,월곡(동덕여대),서울특별시 성북구 하월곡동 35-1 월곡역(6호선),서울특별시 성북구 월곡로 지하107(하월곡동),성북구 월곡로 지하107,월곡제2동
6호선,상월곡(한국과학기술연구원),서울특별시 성북구 상월곡동 26-1 상월곡역(6호선),서울특별시 성북구 화랑로 지하157(상월곡동),성북구 화랑로 지하157,월곡제2동
6호선,돌곶이,서울특별시 성북구 석관동 349-8 돌곶이역(6호선),서울특별시 성북구 화랑로 지하243(석관동),성북구 화랑로 지하243,장위제2동
6호선,석계,서울특별시 노원구 월계동 25-2 석계역(6호선),서울특별시 노원구 화랑로 지하 347-1(월계동) ,노원구 화랑로 지하 347-1,월계제3동
6호선,태릉입구,서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),서울특별시 노원구 동일로 지하 992-1(공릉동),노원구 동일로 지하 992-1,공릉제1동
6호선,화랑대(서울여대입구),서울특별시 노원구 공릉동 285-2 화랑대역(6호선),서울특별시 노원구 화랑로 지하510(공릉동),노원구 화랑로 지하510,공릉제2동
6호선,봉화산(서울의료원),서울특별시 중랑구 신내동 643-1 봉화산역(6호선),서울특별시 중랑구 신내로 지하232(신내동),중랑구 신내로 지하232,신내제2동
6호선,신내,서울특별시 중랑구 신내동 19 신내역(6호선),서울특별시 중랑구 용마산로136길 33 신내차량기지,중랑구 용마산로136길 33 신내차량기지,망우본동
7호선,도봉산,서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),서울특별시 도봉구 도봉로 964-40(도봉동),도봉구 도봉로 964-40,도봉제2동
7호선,수락산,서울특별시 노원구 상계동 1132-9 수락산역(7호선),서울특별시 노원구 동일로 지하1662(상계동),노원구 동일로 지하1662,상계제1동
7호선,마들,서울특별시 노원구 상계동 650 마들역(7호선),서울특별시 노원구 동일로 지하1530-1(상계동),노원구 동일로 지하1530-1,상계제8동
7호선,노원,서울특별시 노원구 상계동 729 노원역(7호선),서울특별시 노원구 동일로 지하1409(상계동),노원구 동일로 지하1409,상계제2동
7호선,중계,서울특별시 노원구 중계동 503-3 중계역(7호선),서울특별시 노원구 동일로 지하1308-1(중계동),노원구 동일로 지하1308-1,중계제2.3동
7호선,하계,서울특별시 노원구 하계동 273-5 하계역(7호선),서울특별시 노원구 동일로 지하1196(하계동),노원구 동일로 지하1196,하계제2동
7호선,공릉(서울과학기술대),서울특별시 노원구 공릉동 385-4 공릉역(7호선),서울특별시 노원구 동일로 지하1074(공릉동),노원구 동일로 지하1074,공릉제1동
7호선,태릉입구,서울특별시 노원구 공릉동 616-4 태릉입구역(7호선),서울특별시 노원구 동일로 지하 992-1(공릉동),노원구 동일로 지하 992-1,공릉제1동
7호선,먹골,서울특별시 중랑구 묵동 189-5 먹골역(7호선),서울특별시 중랑구 동일로 지하901(묵동),중랑구 동일로 지하901,묵제1동
7호선,중화,서울특별시 중랑구 중화동 50-3 중화역(7호선),서울특별시 중랑구 동일로 지하797(중화동),중랑구 동일로 지하797,중화제1동
7호선,상봉(시외버스터미널),서울특별시 중랑구 상봉동 100-9 상봉역(7호선),서울특별시 중랑구 망우로 297(상봉동),중랑구 망우로 297,상봉제1동
7호선,면목,서울특별시 중랑구 면목동 282-6 면목역(7호선),서울특별시 중랑구 면목로 지하407(면목동) ,중랑구 면목로 지하407,면목본동
7호선,사가정,서울특별시 중랑구 면목동 495 사가정역(7호선),서울특별시 중랑구 사가정로 지하393(면목동),중랑구 사가정로 지하393,면목제3.8동
7호선,용마산(용마폭포공원),서울특별시 중랑구 면목동 1316-5 용마산역(7호선),서울특별시 중랑구 용마산로 지하227(면목동),중랑구 용마산로 지하227,면목제4동
7호선,중곡,서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),서울특별시 광진구 능동로 지하417(중곡동),광진구 능동로 지하417,중곡제3동
7호선,군자(능동),서울특별시 광진구 능동 275-5 군자(능동)역(7호선),서울특별시 광진구 천호대로 지하550(능동),광진구 천호대로 지하550,중곡제1동
7호선,어린이대공원(세종대),서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),서울특별시 광진구 능동로 지하210(화양동),광진구 능동로 지하210,능동
7호선,건대입구,서울특별시 광진구 화양동 6-3 건대입구역(7호선),서울특별시 광진구 능동로 지하110(화양동),광진구 능동로 지하110,화양동
7호선,뚝섬유원지,서울특별시 광진구 자양동 73-2 뚝섬유원지역(7호선),서울특별시 광진구 능동로 10(자양동),광진구 능동로 10,자양제3동
7호선,청담,서울특별시 강남구 청담동 77-76 청담역(7호선),서울특별시 강남구 학동로 지하508(청담동),강남구 학동로 지하508,삼성제1동
7호선,강남구청,서울특별시 강남구 삼성동 111-44 강남구청역(7호선),서울특별시 강남구 학동로 지하346(삼성동),강남구 학동로 지하346,삼성제2동
7호선,학동,서울특별시 강남구 논현동 279-67 학동역(7호선),서울특별시 강남구 학동로 지하180(논현동),강남구 학동로 지하180,논현제2동
7호선,논현,서울특별시 강남구 논현동 279-67 논현역(7호선),서울특별시 강남구 학동로 지하102(논현동),강남구 학동로 지하102,논현제1동
7호선,반포,서울특별시 서초구 잠원동 103 반포역(7호선),서울특별시 서초구 신반포로 지하241(잠원동),서초구 신반포로 지하241,반포제1동
7호선,고속터미널,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),서울특별시 서초구 신반포로 지하188(반포동),서초구 신반포로 지하188,반포제4동
7호선,내방,서울특별시 서초구 방배동 874-16 내방역(7호선),서울특별시 서초구 서초대로 지하103(방배동),서초구 서초대로 지하103,방배제1동
7호선,이수,서울특별시 동작구 사당동 144-4 이수역(7호선),서울특별시 동작구 사당로 지하310(사당동),동작구 사당로 지하310,사당제1동
7호선,남성,서울특별시 동작구 사당동 산25-33 남성역(7호선),서울특별시 동작구 사당로 지하218(사당동),동작구 사당로 지하218,사당제4동
7호선,숭실대입구(살피재),서울특별시 동작구 상도동 514 숭실대입구역(7호선),서울특별시 동작구 상도로 지하378(상도동),동작구 상도로 지하378,상도제1동
7호선,상도,서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),서울특별시 동작구 상도로 지하272(상도1동),동작구 상도로 지하272,상도제1동
7호선,장승배기,서울특별시 동작구 상도동 26-20 장승배기역(7호선),서울특별시 동작구 상도로 지하188(상도동) ,동작구 상도로 지하188,상도제2동
7호선,신대방삼거리,서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),서울특별시 동작구 상도로 지하76(대방동),동작구 상도로 지하76,대방동
7호선,보라매,서울특별시 동작구 대방동 466-51 보라매역(7호선),서울특별시 동작구 상도로 지하2(대방동),동작구 상도로 지하2,대방동
7호선,신풍,서울특별시 영등포구 신길동 3599 신풍역(7호선),서울특별시 영등포구 신풍로 지하27(신길동),영등포구 신풍로 지하27,신길제6동
7호선,대림(구로구청),서울특별시 영등포구 대림동 1050-17 대림역(7호선),서울특별시 영등포구 도림로 지하137(대림동),영등포구 도림로 지하137,대림제3동
7호선,남구로,서울특별시 구로구 구로동 801-95 남구로역(7호선),서울특별시 구로구 도림로 지하7(구로동) ,구로구 도림로 지하7,구로제3동
7호선,가산디지털단지,서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),서울특별시 금천구 벚꽃로 309(가산동),금천구 벚꽃로 309,가산동
7호선,천왕,서울특별시 구로구 천왕동 14-25 천왕역(7호선),서울특별시 구로구 오리로 지하1154(천왕동),구로구 오리로 지하1154,오류제2동
7호선,온수(성공회대입구),서울특별시 구로구 온수동 119 온수역(7호선),서울특별시 구로구 경인로3길 지하64(온수동),구로구 경인로3길 지하64,수궁동
8호선,암사,서울특별시 강동구 암사동 501 암사역(8호선),서울특별시 강동구 올림픽로 지하776(암사동),강동구 올림픽로 지하776,암사제1동
8호선,천호(풍납토성),서울특별시 강동구 천호동 455 천호역(8호선),서울특별시 강동구 천호대로 지하997(천호동),강동구 천호대로 지하997,성내제2동
8호선,강동구청,서울특별시 강동구 성내동 319 강동구청역(8호선),서울특별시 강동구 올림픽로 지하550(성내동),강동구 올림픽로 지하550,성내제1동
8호선,몽촌토성(평화의문),서울특별시 송파구 신천동 19 몽촌토성역(8호선),서울특별시 송파구 올림픽로 지하383(신천동),송파구 올림픽로 지하383,잠실제4동
8호선,잠실(송파구청),서울특별시 송파구 신천동 7-4 잠실역(8호선),서울특별시 송파구 올림픽로 305(신천동),송파구 올림픽로 305,잠실제6동
8호선,석촌,서울특별시 송파구 석촌동 209 석촌역(8호선),서울특별시 송파구 송파대로 지하439(석촌동),송파구 송파대로 지하439,석촌동
8호선,송파,서울특별시 송파구 가락동 459-4 송파역(8호선),서울특별시 송파구 송파대로 지하354(가락동),송파구 송파대로 지하354,가락제1동
8호선,가락시장,서울특별시 송파구 가락동 184-23 가락시장역(8호선),서울특별시 송파구 송파대로 지하257(가락동),송파구 송파대로 지하257,가락제1동
8호선,문정,서울특별시 송파구 문정동 119-4 문정역(8호선),서울특별시 송파구 송파대로 지하179(문정동),송파구 송파대로 지하179,문정제2동
8호선,장지,서울특별시 송파구 장지동 201-5 장지역(8호선),서울특별시 송파구 송파대로 지하82(장지동),송파구 송파대로 지하82,문정제2동
8호선,복정,서울특별시 송파구 장지동 596-21 복정역(8호선),서울특별시 송파구 송파대로 지하6(장지동),송파구 송파대로 지하6,위례동
9호선,언주,서울특별시 강남구 논현동 279-165 언주역(9호선),서울특별시 강남구 봉은사로 지하201(논현동),강남구 봉은사로 지하201,논현제2동
9호선,선정릉,서울특별시 강남구 삼성동 111-114 선정릉역(9호선),서울특별시 강남구 선릉로 지하580(삼성동),강남구 선릉로 지하580,삼성제2동
9호선,삼성중앙,서울특별시 강남구 삼성동 111-147 삼성중앙역(9호선),서울특별시 강남구 봉은사로 지하501(삼성동),강남구 봉은사로 지하501,삼성제2동
9호선,봉은사,서울특별시 강남구 삼성동 172 봉은사역(9호선),서울특별시 강남구 봉은사로 지하601(삼성동),강남구 봉은사로 지하601,삼성제1동
9호선,종합운동장,서울특별시 송파구 잠실동 123 종합운동장역(9호선),서울특별시 송파구 올림픽로 49(잠실동),송파구 올림픽로 49,잠실제2동
9호선,삼전,서울특별시 송파구 잠실동 347 삼전역(9호선),서울특별시 송파구 백제고분로 지하189(잠실동),송파구 백제고분로 지하189,삼전동
9호선,석촌고분,서울특별시 송파구 삼전동 157-1 석촌고분역(9호선),서울특별시 송파구 백제고분로 지하274(삼전동),송파구 백제고분로 지하274,삼전동
9호선,석촌,서울특별시 송파구 석촌동 209 석촌역(9호선),서울특별시 송파구 송파대로 지하439(석촌동),송파구 송파대로 지하439,석촌동
9호선,송파나루,서울특별시 송파구 방이동 2 송파나루역(9호선),서울특별시 송파구 백제고분로 지하446(방이동),송파구 백제고분로 지하446,방이제2동
9호선,한성백제,서울특별시 송파구 방이동 88-17 한성백제역(9호선),서울특별시 송파구 위례성대로 지하29(방이동),송파구 위례성대로 지하29,오륜동
9호선,올림픽공원(한국체대),서울특별시 송파구 방이동 89-28 올림픽공원역(9호선),서울특별시 송파구 양재대로 지하1233(방이동),송파구 양재대로 지하1233,오륜동
9호선,둔촌오륜,서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),서울특별시 강동구 강동대로 지하303(둔촌동),강동구 강동대로 지하303,둔촌제1동
9호선,중앙보훈병원,서울특별시 강동구 둔촌동 8-1 중앙보훈병원역(9호선),서울특별시 강동구 동남로 지하625(둔촌동),강동구 동남로 지하625,둔촌제2동
경의중앙,가좌,서울특별시 서대문구 남가좌동 296-12,서울특별시 서대문구 수색로 27,서대문구 수색로 27,남가좌제1동
경의중앙,공덕,서울특별시 마포구 도화동 25-13,서울특별시 마포구 마포대로 92,마포구 마포대로 92,도화동
경의중앙,디지털미디어시티,서울특별시 은평구 수색동 37-7,서울특별시 은평구 수색로 193,은평구 수색로 193,수색동
경의중앙,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,중랑구 망우로 55길 11-10,상봉제1동
경의중앙,상봉,서울특별시 중랑구 상봉동 100-46,서울특별시 중랑구 망우로 297,중랑구 망우로 297,상봉제1동
경의중앙,서강대,서울특별시 마포구 노고산동 112-5,서울특별시 마포구 서강로 118,마포구 서강로 118,대흥동
경의중앙,서빙고,서울특별시 용산구 서빙고동 241-98,서울특별시 용산구 서빙고로 238,용산구 서빙고로 238,서빙고동
경의중앙,서울역,서울특별시 중구 남대문로5가 73-6,서울특별시 세종대로 지하 2 ,세종대로 지하 2,회현동
경의중앙,수색,서울특별시 은평구 수색동 81,서울특별시 은평구 수색로 261-1,은평구 수색로 261-1,수색동
경의중앙,신촌,서울특별시 서대문구 신촌동 74-12,서울특별시 서대문구 신촌역로 30,서대문구 신촌역로 30,신촌동
경의중앙,양원(서울시북부병원),서울특별시 중랑구 망우동 269-5,서울특별시 중랑구 송림길 147,중랑구 송림길 147,망우본동
경의중앙,옥수,서울특별시 성동구 옥수동 168-1,서울특별시 성동구 동호로 21,성동구 동호로 21,옥수동
경의중앙,왕십리,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 17,성동구 왕십리광장로 17,행당제1동
경의중앙,용산,서울특별시 용산구 한강로3가 40-999,서울특별시 용산구 한강대로 23길 55,용산구 한강대로 23길 55,한강로동
경의중앙,응봉,서울특별시 성동구 응봉동 246,서울특별시 성동구 고산자로 123,성동구 고산자로 123,응봉동
경의중앙,이촌,서울특별시 용산구 이촌동 17-69,서울특별시 용산구 이촌로 71길 42,용산구 이촌로 71길 42,한강로동
경의중앙,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로 9,중랑구 중랑역로 9,중화제2동
경의중앙,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,동대문구 왕산로 214,전농제1동
경의중앙,한남,서울특별시 용산구 한남동 399-7,서울특별시 용산구 독서당로 6길 12-13,용산구 독서당로 6길 12-13,한남동
경의중앙,홍대입구,서울특별시 마포구 동교동 190-1,서울특별시 마포구 양화로 188,마포구 양화로 188,서교동
경의중앙,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,동대문구 회기로 196,휘경제1동
경의중앙,효창공원앞,서울특별시 용산구 효창동 80 ,서울특별시 용산구 백범로 지하287 (효창동),용산구 백범로 지하287 ,효창동
경춘,광운대,서울특별시 노원구 월계동 85,서울특별시 노원구 석계로 98-2,노원구 석계로 98-2,월계제1동
경춘,망우,서울특별시 중랑구 상봉동 172,서울특별시 중랑구 망우로 55길 11-10,중랑구 망우로 55길 11-10,상봉제1동
경춘,상봉,서울특별시 중랑구 상봉동 100-46,서울특별시 중랑구 망우로 297,중랑구 망우로 297,상봉제1동
경춘,신내,서울특별시 중랑구 망우동 320,서울특별시 중랑구 신내역로 20,중랑구 신내역로 20,망우본동
경춘,중랑,서울특별시 중랑구 중화동 73-7,서울특별시 중랑구 중랑역로 9,중랑구 중랑역로 9,중화제2동
경춘,청량리,서울특별시 동대문구 전농동 588-1,서울특별시 동대문구 왕산로 214,동대문구 왕산로 214,전농제1동
경춘,회기,서울특별시 동대문구 휘경동 317-101,서울특별시 동대문구 회기로 196,동대문구 회기로 196,휘경제1동
분당,강남구청,서울특별시 강남구 삼성동 111-44,서울특별시 강남구 학동로 346,강남구 학동로 346,삼성제2동
분당,개포동,서울특별시 강남구 개포동 195,서울특별시 강남구 개포로 420,강남구 개포로 420,개포제2동
분당,구룡,서울특별시 강남구 개포동 175-3,서울특별시 강남구 개포로 403,강남구 개포로 403,개포제2동
분당,대모산입구,서울특별시 강남구 일원동 700,서울특별시 강남구 개포로 522,강남구 개포로 522,개포제2동
분당,도곡,서울특별시 강남구 도곡동 467-5,서울특별시 강남구 남부순환로 2814,강남구 남부순환로 2814,도곡제2동
분당,복정(동서울대학),서울특별시 송파구 장지동 596-21,서울특별시 송파구 송파대로 6,송파구 송파대로 6,위례동
분당,서울숲,서울특별시 성동구 성수동1가 656-436,서울특별시 성동구 왕십리로 77,성동구 왕십리로 77,성수1가제1동
분당,선릉,서울특별시 강남구 삼성동 172-66,서울특별시 강남구 선릉로 340,강남구 선릉로 340,대치제4동
분당,선정릉(한국과학창의재단),서울특별시 강남구 삼성동 111-44,서울특별시 강남구 선릉로 580,강남구 선릉로 580,삼성제2동
분당,수서,서울특별시 강남구 수서동 728,서울특별시 강남구 광평로 270,강남구 광평로 270,수서동
분당,압구정로데오,서울특별시 강남구 압구정동 495,서울특별시 강남구 압구정로 402,강남구 압구정로 402,청담동
분당,왕십리,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 17,성동구 왕십리광장로 17,행당제1동
분당,한티,서울특별시 강남구 대치동 1011-28,서울특별시 강남구 선릉로 228,강남구 선릉로 228,도곡제2동
